link_imagem,data_coleta
https://wikimedia.org/api/rest_v1/media/math/render/svg/a741e1c00c6112800cd04e627fe32dc1d1cd2a7b,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/9c6ca7f002c7afe1e3d4886aa5454a4586cb4eef,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/69288de21281542e6043b1449e1c6666eb2960a8,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/4a7cd8f2c9f7c532472574d7a1713be631b0f77a,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/69288de21281542e6043b1449e1c6666eb2960a8,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/841c48888d26701e0cb14d9fcc012d090fcc7bd2,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/242c01c76f673f2177de2e1cdebcd8532f06bcd4,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/69288de21281542e6043b1449e1c6666eb2960a8,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/4a7cd8f2c9f7c532472574d7a1713be631b0f77a,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/69288de21281542e6043b1449e1c6666eb2960a8,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/4a7cd8f2c9f7c532472574d7a1713be631b0f77a,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/ac3dc2a45ed4f6955f3004ad5fea3ff7dc309c6e,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/b9dc582248a41ea8375ea350aeb7c61b2370a0d7,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/950d27c0de6e420432ddc88a540e1ca19aaa1a54,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/102bdafda18932068f19ef7757bca3dd1cd18cf1,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/9eb3ec619be4d798549160f9e58029f46df04f2f,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/1934ec90ad8a2ff131aedb24d4795eb720e478e2,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/2216bd3b0eae2d689cc4b020519daa3de9a0a082,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/1934ec90ad8a2ff131aedb24d4795eb720e478e2,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/918e22b4ee5d94c197b0e69135a5f4ed6b499525,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/f921b12e0b5af227ce06933b32759e97999ca349,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/7d572e1bdc757ef28bdcb9ba83d5ac9c098c5c7e,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/8124de742ae987fe73be9ca9d3d4ba8586e28b11,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/7812075eaf8a55a6aa390b57cb76e36243ec7b97,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/6dca7fa0676c6c83bc15191cc0ffc20320f63562,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/0f92cc0c629d2aed9c40c56e41e816fb56460f66,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/27c39ac74ac5d80727300e5c769895bdf83a693d,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/6dca7fa0676c6c83bc15191cc0ffc20320f63562,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/c31104c61174d2563385f4e7c3972337f45d9a42,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/44bd12dfffd97db0acbecc25a3af682800bdec41,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/f82cade9898ced02fdd08712e5f0c0151758a0dd,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/132e57acb643253e7810ee9702d9581f159a1c61,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/4fc55753007cd3c18576f7933f6f089196732029,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/65b76c847834c96cfbbb0e3c92bf03a3d5ab8479,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/545fd099af8541605f7ee55f08225526be88ce57,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/a16aca383ee9a3da73ee2099c3aaab7922468966,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/6701c4941f826d8c666570b16e115d9152e1f704,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/88b1e0c8e1be5ebe69d18a8010676fa42d7961e6,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/76e133fbbde1d2e57558128ac1ce3077ed85eb8b,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/7705ca85a1e60aeb5efe933e32ed3e43ddeb7fae,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/913a2cf5881fcabf8a0e4eb5df65b65dedcad69a,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/21117e09383ef75aa03d974f34b1ca30a94169b1,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/68baa052181f707c662844a465bfeeb135e82bab,2026-04-09 13:40:26
https://wikimedia.org/api/rest_v1/media/math/render/svg/ac5d8f71727290e9e863081cf8650cabdf16c40f,2026-04-09 13:40:26
https://en.wikipedia.org/wiki/Special:CentralAutoLogin/start?useformat=desktop&type=1x1&usesul3=1,2026-04-09 13:40:26
https://en.wikipedia.org/static/images/footer/wikimedia.svg,2026-04-09 13:40:26
https://en.wikipedia.org/w/resources/assets/mediawiki_compact.svg,2026-04-09 13:40:26
